Key,Score,First Word,antibiotic,gene
ampicillin-sulbactam_K18766,3,Strong,ampicillin-sulbactam,K18766
ampicillin-sulbactam_K18767,3,Strong,ampicillin-sulbactam,K18767
ampicillin-sulbactam_K18768,2,Moderate,ampicillin-sulbactam,K18768
ampicillin-sulbactam_K18780,3,Strong,ampicillin-sulbactam,K18780
ampicillin-sulbactam_K18781,3,Strong,ampicillin-sulbactam,K18781
ampicillin-sulbactam_K18791,3,Strong,ampicillin-sulbactam,K18791
ampicillin-sulbactam_K18792,3,Strong,ampicillin-sulbactam,K18792
ampicillin-sulbactam_K18793,3,Strong,ampicillin-sulbactam,K18793
ampicillin-sulbactam_K18794,3,Strong,ampicillin-sulbactam,K18794
ampicillin-sulbactam_K18795,3,Strong,ampicillin-sulbactam,K18795
ampicillin-sulbactam_K18796,3,Strong,ampicillin-sulbactam,K18796
ampicillin-sulbactam_K18797,2,Moderate,ampicillin-sulbactam,K18797
ampicillin-sulbactam_K18891,2,Moderate,ampicillin-sulbactam,K18891
ampicillin-sulbactam_K18898,2,Moderate,ampicillin-sulbactam,K18898
ampicillin-sulbactam_K18899,3,Strong,ampicillin-sulbactam,K18899
ampicillin-sulbactam_K18970,3,Strong,ampicillin-sulbactam,K18970
ampicillin-sulbactam_K18971,3,Strong,ampicillin-sulbactam,K18971
ampicillin-sulbactam_K18972,3,Strong,ampicillin-sulbactam,K18972
ampicillin-sulbactam_K18973,3,Strong,ampicillin-sulbactam,K18973
ampicillin-sulbactam_K18975,3,Strong,ampicillin-sulbactam,K18975
ampicillin-sulbactam_K18976,3,Strong,ampicillin-sulbactam,K18976
ampicillin-sulbactam_K19063,-1,Evidence,ampicillin-sulbactam,K19063
ampicillin-sulbactam_K19096,3,Strong,ampicillin-sulbactam,K19096
ampicillin-sulbactam_K19097,3,Strong,ampicillin-sulbactam,K19097
ampicillin-sulbactam_K19100,3,Strong,ampicillin-sulbactam,K19100
ampicillin-sulbactam_K19101,3,Strong,ampicillin-sulbactam,K19101
ampicillin-sulbactam_K19215,3,Strong,ampicillin-sulbactam,K19215
ampicillin-sulbactam_K19218,3,Strong,ampicillin-sulbactam,K19218
ampicillin-sulbactam_K19279,1,Weak,ampicillin-sulbactam,K19279
ampicillin-sulbactam_K19318,3,Strong,ampicillin-sulbactam,K19318
ampicillin-sulbactam_K19319,3,Strong,ampicillin-sulbactam,K19319
ampicillin-sulbactam_K19585,2,Moderate,ampicillin-sulbactam,K19585
ampicillin-sulbactam_K19586,3,Strong,ampicillin-sulbactam,K19586
ampicillin-sulbactam_K19593,3,Strong,ampicillin-sulbactam,K19593
ampicillin-sulbactam_K19594,2,Moderate,ampicillin-sulbactam,K19594
ampicillin-sulbactam_K19595,2,Moderate,ampicillin-sulbactam,K19595
ampicillin-sulbactam_K20319,3,Strong,ampicillin-sulbactam,K20319
ampicillin-sulbactam_K20320,3,Strong,ampicillin-sulbactam,K20320
ampicillin-sulbactam_K21133,3,Strong,ampicillin-sulbactam,K21133
ampicillin-sulbactam_K21135,2,Moderate,ampicillin-sulbactam,K21135
ampicillin-sulbactam_K21136,3,Strong,ampicillin-sulbactam,K21136
ampicillin-sulbactam_K21137,3,Strong,ampicillin-sulbactam,K21137
ampicillin-sulbactam_K21253,2,Moderate,ampicillin-sulbactam,K21253
aztreonam_K00790,2,Moderate,aztreonam,K00790
aztreonam_K01467,3,Strong,aztreonam,K01467
aztreonam_K02469,2,Moderate,aztreonam,K02469
aztreonam_K02470,2,Moderate,aztreonam,K02470
aztreonam_K02547,3,Strong,aztreonam,K02547
aztreonam_K03327,2,Moderate,aztreonam,K03327
aztreonam_K03446,3,Strong,aztreonam,K03446
aztreonam_K03543,2,Moderate,aztreonam,K03543
aztreonam_K03577,3,Strong,aztreonam,K03577
aztreonam_K03585,3,Strong,aztreonam,K03585
aztreonam_K03587,3,Strong,aztreonam,K03587
aztreonam_K07264,2,Moderate,aztreonam,K07264
aztreonam_K07640,2,Moderate,aztreonam,K07640
aztreonam_K07660,2,Moderate,aztreonam,K07660
aztreonam_K07662,2,Moderate,aztreonam,K07662
aztreonam_K07690,2,Moderate,aztreonam,K07690
aztreonam_K07788,1,Weak,aztreonam,K07788
aztreonam_K07789,3,Strong,aztreonam,K07789
aztreonam_K07799,1,Weak,aztreonam,K07799
aztreonam_K08161,2,Moderate,aztreonam,K08161
aztreonam_K08162,3,Strong,aztreonam,K08162
aztreonam_K08168,-1,Evidence,aztreonam,K08168
aztreonam_K08170,2,Moderate,aztreonam,K08170
aztreonam_K08217,2,Moderate,aztreonam,K08217
aztreonam_K09475,3,Strong,aztreonam,K09475
aztreonam_K09476,3,Strong,aztreonam,K09476
aztreonam_K10011,1,Weak,aztreonam,K10011
aztreonam_K12340,3,Strong,aztreonam,K12340
aztreonam_K13632,2,Moderate,aztreonam,K13632
aztreonam_K15549,3,Strong,aztreonam,K15549
aztreonam_K15974,2,Moderate,aztreonam,K15974
aztreonam_K17836,3,Strong,aztreonam,K17836
aztreonam_K18072,3,Strong,aztreonam,K18072
aztreonam_K18073,3,Strong,aztreonam,K18073
aztreonam_K18093,2,Moderate,aztreonam,K18093
aztreonam_K18095,2,Moderate,aztreonam,K18095
aztreonam_K18130,3,Strong,aztreonam,K18130
aztreonam_K18131,3,Strong,aztreonam,K18131
aztreonam_K18135,3,Strong,aztreonam,K18135
aztreonam_K18138,2,Moderate,aztreonam,K18138
aztreonam_K18139,3,Strong,aztreonam,K18139
aztreonam_K18142,1,Weak,aztreonam,K18142
aztreonam_K18145,3,Strong,aztreonam,K18145
aztreonam_K18147,3,Strong,aztreonam,K18147
aztreonam_K18150,3,Strong,aztreonam,K18150
aztreonam_K18294,3,Strong,aztreonam,K18294
aztreonam_K18295,3,Strong,aztreonam,K18295
aztreonam_K18297,3,Strong,aztreonam,K18297
aztreonam_K18298,2,Moderate,aztreonam,K18298
aztreonam_K18299,2,Moderate,aztreonam,K18299
aztreonam_K18300,3,Strong,aztreonam,K18300
aztreonam_K18301,2,Moderate,aztreonam,K18301
aztreonam_K18303,3,Strong,aztreonam,K18303
aztreonam_K18305,2,Moderate,aztreonam,K18305
aztreonam_K18306,3,Strong,aztreonam,K18306
aztreonam_K18308,3,Strong,aztreonam,K18308
aztreonam_K18324,3,Strong,aztreonam,K18324
aztreonam_K18552,2,Moderate,aztreonam,K18552
aztreonam_K18555,2,Moderate,aztreonam,K18555
aztreonam_K18698,3,Strong,aztreonam,K18698
aztreonam_K18766,3,Strong,aztreonam,K18766
aztreonam_K18767,3,Strong,aztreonam,K18767
aztreonam_K18781,2,Moderate,aztreonam,K18781
aztreonam_K18782,3,Strong,aztreonam,K18782
aztreonam_K18790,2,Moderate,aztreonam,K18790
aztreonam_K18791,3,Strong,aztreonam,K18791
aztreonam_K18792,3,Strong,aztreonam,K18792
aztreonam_K18793,3,Strong,aztreonam,K18793
aztreonam_K18794,3,Strong,aztreonam,K18794
aztreonam_K18795,3,Strong,aztreonam,K18795
aztreonam_K18796,3,Strong,aztreonam,K18796
aztreonam_K18817,1,Weak,aztreonam,K18817
aztreonam_K18898,3,Strong,aztreonam,K18898
aztreonam_K18902,3,Strong,aztreonam,K18902
aztreonam_K18903,3,Strong,aztreonam,K18903
aztreonam_K18908,3,Strong,aztreonam,K18908
aztreonam_K18971,3,Strong,aztreonam,K18971
aztreonam_K18972,3,Strong,aztreonam,K18972
aztreonam_K18973,3,Strong,aztreonam,K18973
aztreonam_K18975,3,Strong,aztreonam,K18975
aztreonam_K18976,3,Strong,aztreonam,K18976
aztreonam_K19096,3,Strong,aztreonam,K19096
aztreonam_K19097,3,Strong,aztreonam,K19097
aztreonam_K19100,2,Moderate,aztreonam,K19100
aztreonam_K19101,3,Strong,aztreonam,K19101
aztreonam_K19215,3,Strong,aztreonam,K19215
aztreonam_K19218,3,Strong,aztreonam,K19218
aztreonam_K19315,3,Strong,aztreonam,K19315
aztreonam_K19318,3,Strong,aztreonam,K19318
aztreonam_K19319,3,Strong,aztreonam,K19319
aztreonam_K19585,2,Moderate,aztreonam,K19585
aztreonam_K19586,3,Strong,aztreonam,K19586
aztreonam_K19593,3,Strong,aztreonam,K19593
aztreonam_K19594,2,Moderate,aztreonam,K19594
aztreonam_K20319,3,Strong,aztreonam,K20319
aztreonam_K20320,3,Strong,aztreonam,K20320
aztreonam_K21133,2,Moderate,aztreonam,K21133
aztreonam_K21134,3,Strong,aztreonam,K21134
aztreonam_K21137,3,Strong,aztreonam,K21137
cefazolin_K00287,1,Weak,cefazolin,K00287
cefazolin_K00663,2,Moderate,cefazolin,K00663
cefazolin_K00687,3,Strong,cefazolin,K00687
cefazolin_K01467,3,Strong,cefazolin,K01467
cefazolin_K02470,2,Moderate,cefazolin,K02470
cefazolin_K02546,3,Strong,cefazolin,K02546
cefazolin_K02547,2,Moderate,cefazolin,K02547
cefazolin_K03543,3,Strong,cefazolin,K03543
cefazolin_K03585,3,Strong,cefazolin,K03585
cefazolin_K03587,3,Strong,cefazolin,K03587
cefazolin_K07664,2,Moderate,cefazolin,K07664
cefazolin_K07690,3,Strong,cefazolin,K07690
cefazolin_K07788,2,Moderate,cefazolin,K07788
cefazolin_K07789,2,Moderate,cefazolin,K07789
cefazolin_K08162,2,Moderate,cefazolin,K08162
cefazolin_K08170,3,Strong,cefazolin,K08170
cefazolin_K08217,2,Moderate,cefazolin,K08217
cefazolin_K09475,3,Strong,cefazolin,K09475
cefazolin_K10673,2,Moderate,cefazolin,K10673
cefazolin_K12340,3,Strong,cefazolin,K12340
cefazolin_K12556,3,Strong,cefazolin,K12556
cefazolin_K13632,2,Moderate,cefazolin,K13632
cefazolin_K17836,3,Strong,cefazolin,K17836
cefazolin_K18072,2,Moderate,cefazolin,K18072
cefazolin_K18095,3,Strong,cefazolin,K18095
cefazolin_K18129,2,Moderate,cefazolin,K18129
cefazolin_K18130,2,Moderate,cefazolin,K18130
cefazolin_K18131,2,Moderate,cefazolin,K18131
cefazolin_K18135,2,Moderate,cefazolin,K18135
cefazolin_K18138,3,Strong,cefazolin,K18138
cefazolin_K18139,3,Strong,cefazolin,K18139
cefazolin_K18141,3,Strong,cefazolin,K18141
cefazolin_K18142,2,Moderate,cefazolin,K18142
cefazolin_K18144,2,Moderate,cefazolin,K18144
cefazolin_K18220,3,Strong,cefazolin,K18220
cefazolin_K18295,3,Strong,cefazolin,K18295
cefazolin_K18298,2,Moderate,cefazolin,K18298
cefazolin_K18299,3,Strong,cefazolin,K18299
cefazolin_K18303,2,Moderate,cefazolin,K18303
cefazolin_K18698,3,Strong,cefazolin,K18698
cefazolin_K18699,3,Strong,cefazolin,K18699
cefazolin_K18766,3,Strong,cefazolin,K18766
cefazolin_K18768,3,Strong,cefazolin,K18768
cefazolin_K18781,3,Strong,cefazolin,K18781
cefazolin_K18790,3,Strong,cefazolin,K18790
cefazolin_K18791,3,Strong,cefazolin,K18791
cefazolin_K18792,3,Strong,cefazolin,K18792
cefazolin_K18793,3,Strong,cefazolin,K18793
cefazolin_K18794,3,Strong,cefazolin,K18794
cefazolin_K18795,3,Strong,cefazolin,K18795
cefazolin_K18796,3,Strong,cefazolin,K18796
cefazolin_K18817,2,Moderate,cefazolin,K18817
cefazolin_K18898,3,Strong,cefazolin,K18898
cefazolin_K18899,2,Moderate,cefazolin,K18899
cefazolin_K18901,3,Strong,cefazolin,K18901
cefazolin_K18970,3,Strong,cefazolin,K18970
cefazolin_K18971,3,Strong,cefazolin,K18971
cefazolin_K18973,3,Strong,cefazolin,K18973
cefazolin_K18976,3,Strong,cefazolin,K18976
cefazolin_K19097,3,Strong,cefazolin,K19097
cefazolin_K19100,3,Strong,cefazolin,K19100
cefazolin_K19101,3,Strong,cefazolin,K19101
cefazolin_K19218,3,Strong,cefazolin,K19218
cefazolin_K19318,3,Strong,cefazolin,K19318
cefazolin_K19319,3,Strong,cefazolin,K19319
cefazolin_K19593,3,Strong,cefazolin,K19593
cefazolin_K19595,2,Moderate,cefazolin,K19595
cefazolin_K20319,3,Strong,cefazolin,K20319
cefazolin_K20320,3,Strong,cefazolin,K20320
cefazolin_K21134,1,Weak,cefazolin,K21134
cefazolin_K21135,3,Strong,cefazolin,K21135
cefepime_K00677,2,Moderate,cefepime,K00677
cefepime_K00687,3,Strong,cefepime,K00687
cefepime_K01467,3,Strong,cefepime,K01467
cefepime_K01870,-1,Evidence,cefepime,K01870
cefepime_K02546,1,Weak,cefepime,K02546
cefepime_K02547,3,Strong,cefepime,K02547
cefepime_K02621,1,Weak,cefepime,K02621
cefepime_K03297,2,Moderate,cefepime,K03297
cefepime_K03543,2,Moderate,cefepime,K03543
cefepime_K03577,2,Moderate,cefepime,K03577
cefepime_K03585,3,Strong,cefepime,K03585
cefepime_K03587,3,Strong,cefepime,K03587
cefepime_K03760,2,Moderate,cefepime,K03760
cefepime_K05804,2,Moderate,cefepime,K05804
cefepime_K06159,2,Moderate,cefepime,K06159
cefepime_K07274,-1,Evidence,cefepime,K07274
cefepime_K07660,2,Moderate,cefepime,K07660
cefepime_K07662,2,Moderate,cefepime,K07662
cefepime_K07664,3,Strong,cefepime,K07664
cefepime_K07788,2,Moderate,cefepime,K07788
cefepime_K07789,2,Moderate,cefepime,K07789
cefepime_K08161,3,Strong,cefepime,K08161
cefepime_K08162,2,Moderate,cefepime,K08162
cefepime_K08167,3,Strong,cefepime,K08167
cefepime_K08170,2,Moderate,cefepime,K08170
cefepime_K09475,3,Strong,cefepime,K09475
cefepime_K09476,3,Strong,cefepime,K09476
cefepime_K12340,3,Strong,cefepime,K12340
cefepime_K12556,3,Strong,cefepime,K12556
cefepime_K15549,2,Moderate,cefepime,K15549
cefepime_K17836,3,Strong,cefepime,K17836
cefepime_K18093,3,Strong,cefepime,K18093
cefepime_K18095,3,Strong,cefepime,K18095
cefepime_K18129,3,Strong,cefepime,K18129
cefepime_K18130,3,Strong,cefepime,K18130
cefepime_K18131,-1,Evidence,cefepime,K18131
cefepime_K18135,3,Strong,cefepime,K18135
cefepime_K18138,3,Strong,cefepime,K18138
cefepime_K18139,3,Strong,cefepime,K18139
cefepime_K18140,2,Moderate,cefepime,K18140
cefepime_K18142,1,Weak,cefepime,K18142
cefepime_K18145,3,Strong,cefepime,K18145
cefepime_K18147,3,Strong,cefepime,K18147
cefepime_K18150,3,Strong,cefepime,K18150
cefepime_K18294,2,Moderate,cefepime,K18294
cefepime_K18295,3,Strong,cefepime,K18295
cefepime_K18299,3,Strong,cefepime,K18299
cefepime_K18302,3,Strong,cefepime,K18302
cefepime_K18303,2,Moderate,cefepime,K18303
cefepime_K18324,3,Strong,cefepime,K18324
cefepime_K18476,1,Weak,cefepime,K18476
cefepime_K18591,3,Strong,cefepime,K18591
cefepime_K18698,3,Strong,cefepime,K18698
cefepime_K18699,1,Weak,cefepime,K18699
cefepime_K18766,3,Strong,cefepime,K18766
cefepime_K18767,2,Moderate,cefepime,K18767
cefepime_K18768,3,Strong,cefepime,K18768
cefepime_K18780,3,Strong,cefepime,K18780
cefepime_K18781,3,Strong,cefepime,K18781
cefepime_K18782,3,Strong,cefepime,K18782
cefepime_K18790,3,Strong,cefepime,K18790
cefepime_K18791,3,Strong,cefepime,K18791
cefepime_K18792,3,Strong,cefepime,K18792
cefepime_K18793,3,Strong,cefepime,K18793
cefepime_K18794,3,Strong,cefepime,K18794
cefepime_K18795,3,Strong,cefepime,K18795
cefepime_K18796,3,Strong,cefepime,K18796
cefepime_K18797,3,Strong,cefepime,K18797
cefepime_K18891,3,Strong,cefepime,K18891
cefepime_K18892,2,Moderate,cefepime,K18892
cefepime_K18898,3,Strong,cefepime,K18898
cefepime_K18899,3,Strong,cefepime,K18899
cefepime_K18901,3,Strong,cefepime,K18901
cefepime_K18903,3,Strong,cefepime,K18903
cefepime_K18908,2,Moderate,cefepime,K18908
cefepime_K18935,3,Strong,cefepime,K18935
cefepime_K18970,2,Moderate,cefepime,K18970
cefepime_K18971,3,Strong,cefepime,K18971
cefepime_K18972,3,Strong,cefepime,K18972
cefepime_K18973,3,Strong,cefepime,K18973
cefepime_K18974,3,Strong,cefepime,K18974
cefepime_K18976,3,Strong,cefepime,K18976
cefepime_K19097,3,Strong,cefepime,K19097
cefepime_K19100,3,Strong,cefepime,K19100
cefepime_K19101,3,Strong,cefepime,K19101
cefepime_K19215,3,Strong,cefepime,K19215
cefepime_K19218,3,Strong,cefepime,K19218
cefepime_K19315,-1,Evidence,cefepime,K19315
cefepime_K19318,2,Moderate,cefepime,K19318
cefepime_K19319,3,Strong,cefepime,K19319
cefepime_K19576,2,Moderate,cefepime,K19576
cefepime_K19593,3,Strong,cefepime,K19593
cefepime_K19595,2,Moderate,cefepime,K19595
cefepime_K20319,3,Strong,cefepime,K20319
cefepime_K20320,3,Strong,cefepime,K20320
cefepime_K21135,3,Strong,cefepime,K21135
cefepime_K21136,2,Moderate,cefepime,K21136
cefepime_K21137,2,Moderate,cefepime,K21137
cefotaxime_K00677,2,Moderate,cefotaxime,K00677
cefotaxime_K00687,3,Strong,cefotaxime,K00687
cefotaxime_K01467,3,Strong,cefotaxime,K01467
cefotaxime_K02469,2,Moderate,cefotaxime,K02469
cefotaxime_K02546,2,Moderate,cefotaxime,K02546
cefotaxime_K02547,3,Strong,cefotaxime,K02547
cefotaxime_K03297,1,Weak,cefotaxime,K03297
cefotaxime_K03327,2,Moderate,cefotaxime,K03327
cefotaxime_K03395,2,Moderate,cefotaxime,K03395
cefotaxime_K03446,2,Moderate,cefotaxime,K03446
cefotaxime_K03543,3,Strong,cefotaxime,K03543
cefotaxime_K03577,2,Moderate,cefotaxime,K03577
cefotaxime_K03585,3,Strong,cefotaxime,K03585
cefotaxime_K03712,2,Moderate,cefotaxime,K03712
cefotaxime_K03760,2,Moderate,cefotaxime,K03760
cefotaxime_K07642,2,Moderate,cefotaxime,K07642
cefotaxime_K07664,3,Strong,cefotaxime,K07664
cefotaxime_K07788,2,Moderate,cefotaxime,K07788
cefotaxime_K07789,2,Moderate,cefotaxime,K07789
cefotaxime_K07799,3,Strong,cefotaxime,K07799
cefotaxime_K08170,3,Strong,cefotaxime,K08170
cefotaxime_K08217,3,Strong,cefotaxime,K08217
cefotaxime_K09475,2,Moderate,cefotaxime,K09475
cefotaxime_K10011,2,Moderate,cefotaxime,K10011
cefotaxime_K11210,3,Strong,cefotaxime,K11210
cefotaxime_K12340,3,Strong,cefotaxime,K12340
cefotaxime_K12556,3,Strong,cefotaxime,K12556
cefotaxime_K13632,2,Moderate,cefotaxime,K13632
cefotaxime_K15547,2,Moderate,cefotaxime,K15547
cefotaxime_K15549,3,Strong,cefotaxime,K15549
cefotaxime_K17836,3,Strong,cefotaxime,K17836
cefotaxime_K17881,3,Strong,cefotaxime,K17881
cefotaxime_K18093,3,Strong,cefotaxime,K18093
cefotaxime_K18095,3,Strong,cefotaxime,K18095
cefotaxime_K18129,3,Strong,cefotaxime,K18129
cefotaxime_K18130,2,Moderate,cefotaxime,K18130
cefotaxime_K18131,3,Strong,cefotaxime,K18131
cefotaxime_K18135,3,Strong,cefotaxime,K18135
cefotaxime_K18138,3,Strong,cefotaxime,K18138
cefotaxime_K18139,3,Strong,cefotaxime,K18139
cefotaxime_K18142,3,Strong,cefotaxime,K18142
cefotaxime_K18145,3,Strong,cefotaxime,K18145
cefotaxime_K18295,3,Strong,cefotaxime,K18295
cefotaxime_K18298,3,Strong,cefotaxime,K18298
cefotaxime_K18299,2,Moderate,cefotaxime,K18299
cefotaxime_K18300,2,Moderate,cefotaxime,K18300
cefotaxime_K18302,3,Strong,cefotaxime,K18302
cefotaxime_K18303,2,Moderate,cefotaxime,K18303
cefotaxime_K18306,3,Strong,cefotaxime,K18306
cefotaxime_K18308,3,Strong,cefotaxime,K18308
cefotaxime_K18698,3,Strong,cefotaxime,K18698
cefotaxime_K18699,3,Strong,cefotaxime,K18699
cefotaxime_K18766,3,Strong,cefotaxime,K18766
cefotaxime_K18767,3,Strong,cefotaxime,K18767
cefotaxime_K18768,3,Strong,cefotaxime,K18768
cefotaxime_K18780,3,Strong,cefotaxime,K18780
cefotaxime_K18781,3,Strong,cefotaxime,K18781
cefotaxime_K18782,3,Strong,cefotaxime,K18782
cefotaxime_K18790,2,Moderate,cefotaxime,K18790
cefotaxime_K18791,3,Strong,cefotaxime,K18791
cefotaxime_K18792,3,Strong,cefotaxime,K18792
cefotaxime_K18793,3,Strong,cefotaxime,K18793
cefotaxime_K18794,3,Strong,cefotaxime,K18794
cefotaxime_K18795,3,Strong,cefotaxime,K18795
cefotaxime_K18796,3,Strong,cefotaxime,K18796
cefotaxime_K18797,3,Strong,cefotaxime,K18797
cefotaxime_K18845,2,Moderate,cefotaxime,K18845
cefotaxime_K18892,1,Weak,cefotaxime,K18892
cefotaxime_K18899,3,Strong,cefotaxime,K18899
cefotaxime_K18902,3,Strong,cefotaxime,K18902
cefotaxime_K18908,2,Moderate,cefotaxime,K18908
cefotaxime_K18970,3,Strong,cefotaxime,K18970
cefotaxime_K18971,3,Strong,cefotaxime,K18971
cefotaxime_K18972,3,Strong,cefotaxime,K18972
cefotaxime_K18973,3,Strong,cefotaxime,K18973
cefotaxime_K18975,3,Strong,cefotaxime,K18975
cefotaxime_K18976,3,Strong,cefotaxime,K18976
cefotaxime_K19063,1,Weak,cefotaxime,K19063
cefotaxime_K19096,3,Strong,cefotaxime,K19096
cefotaxime_K19097,3,Strong,cefotaxime,K19097
cefotaxime_K19100,3,Strong,cefotaxime,K19100
cefotaxime_K19101,3,Strong,cefotaxime,K19101
cefotaxime_K19215,3,Strong,cefotaxime,K19215
cefotaxime_K19218,3,Strong,cefotaxime,K19218
cefotaxime_K19318,3,Strong,cefotaxime,K19318
cefotaxime_K19319,3,Strong,cefotaxime,K19319
cefotaxime_K19585,3,Strong,cefotaxime,K19585
cefotaxime_K19586,2,Moderate,cefotaxime,K19586
cefotaxime_K19592,3,Strong,cefotaxime,K19592
cefotaxime_K19595,2,Moderate,cefotaxime,K19595
cefotaxime_K19644,3,Strong,cefotaxime,K19644
cefotaxime_K20319,3,Strong,cefotaxime,K20319
cefotaxime_K20320,3,Strong,cefotaxime,K20320
cefotaxime_K21136,2,Moderate,cefotaxime,K21136
cefotaxime_K21265,-1,Evidence,cefotaxime,K21265
cefoxitin_K00687,3,Strong,cefoxitin,K00687
cefoxitin_K01467,3,Strong,cefoxitin,K01467
cefoxitin_K02470,2,Moderate,cefoxitin,K02470
cefoxitin_K02546,3,Strong,cefoxitin,K02546
cefoxitin_K02547,3,Strong,cefoxitin,K02547
cefoxitin_K03043,3,Strong,cefoxitin,K03043
cefoxitin_K03446,1,Weak,cefoxitin,K03446
cefoxitin_K03585,3,Strong,cefoxitin,K03585
cefoxitin_K03587,3,Strong,cefoxitin,K03587
cefoxitin_K07642,2,Moderate,cefoxitin,K07642
cefoxitin_K07789,2,Moderate,cefoxitin,K07789
cefoxitin_K07799,2,Moderate,cefoxitin,K07799
cefoxitin_K08161,1,Weak,cefoxitin,K08161
cefoxitin_K08162,2,Moderate,cefoxitin,K08162
cefoxitin_K08170,2,Moderate,cefoxitin,K08170
cefoxitin_K09476,3,Strong,cefoxitin,K09476
cefoxitin_K12340,2,Moderate,cefoxitin,K12340
cefoxitin_K17836,3,Strong,cefoxitin,K17836
cefoxitin_K18095,3,Strong,cefoxitin,K18095
cefoxitin_K18131,3,Strong,cefoxitin,K18131
cefoxitin_K18135,3,Strong,cefoxitin,K18135
cefoxitin_K18139,2,Moderate,cefoxitin,K18139
cefoxitin_K18141,2,Moderate,cefoxitin,K18141
cefoxitin_K18144,2,Moderate,cefoxitin,K18144
cefoxitin_K18147,3,Strong,cefoxitin,K18147
cefoxitin_K18231,1,Weak,cefoxitin,K18231
cefoxitin_K18294,2,Moderate,cefoxitin,K18294
cefoxitin_K18295,3,Strong,cefoxitin,K18295
cefoxitin_K18300,1,Weak,cefoxitin,K18300
cefoxitin_K18302,2,Moderate,cefoxitin,K18302
cefoxitin_K18306,3,Strong,cefoxitin,K18306
cefoxitin_K18307,2,Moderate,cefoxitin,K18307
cefoxitin_K18698,3,Strong,cefoxitin,K18698
cefoxitin_K18699,3,Strong,cefoxitin,K18699
cefoxitin_K18766,3,Strong,cefoxitin,K18766
cefoxitin_K18767,3,Strong,cefoxitin,K18767
cefoxitin_K18768,3,Strong,cefoxitin,K18768
cefoxitin_K18780,3,Strong,cefoxitin,K18780
cefoxitin_K18782,3,Strong,cefoxitin,K18782
cefoxitin_K18790,3,Strong,cefoxitin,K18790
cefoxitin_K18791,3,Strong,cefoxitin,K18791
cefoxitin_K18792,3,Strong,cefoxitin,K18792
cefoxitin_K18793,3,Strong,cefoxitin,K18793
cefoxitin_K18794,3,Strong,cefoxitin,K18794
cefoxitin_K18795,3,Strong,cefoxitin,K18795
cefoxitin_K18797,3,Strong,cefoxitin,K18797
cefoxitin_K18898,2,Moderate,cefoxitin,K18898
cefoxitin_K18899,2,Moderate,cefoxitin,K18899
cefoxitin_K18901,3,Strong,cefoxitin,K18901
cefoxitin_K18903,3,Strong,cefoxitin,K18903
cefoxitin_K18906,2,Moderate,cefoxitin,K18906
cefoxitin_K18908,2,Moderate,cefoxitin,K18908
cefoxitin_K18934,2,Moderate,cefoxitin,K18934
cefoxitin_K18970,3,Strong,cefoxitin,K18970
cefoxitin_K18976,3,Strong,cefoxitin,K18976
cefoxitin_K19097,3,Strong,cefoxitin,K19097
cefoxitin_K19100,3,Strong,cefoxitin,K19100
cefoxitin_K19101,3,Strong,cefoxitin,K19101
cefoxitin_K19319,3,Strong,cefoxitin,K19319
cefoxitin_K19585,2,Moderate,cefoxitin,K19585
cefoxitin_K19586,2,Moderate,cefoxitin,K19586
cefoxitin_K19593,2,Moderate,cefoxitin,K19593
cefoxitin_K20319,3,Strong,cefoxitin,K20319
cefoxitin_K20320,3,Strong,cefoxitin,K20320
cefoxitin_K21133,3,Strong,cefoxitin,K21133
cefoxitin_K21134,2,Moderate,cefoxitin,K21134
cefoxitin_K21135,2,Moderate,cefoxitin,K21135
ceftazidime_K00687,3,Strong,ceftazidime,K00687
ceftazidime_K01467,3,Strong,ceftazidime,K01467
ceftazidime_K02470,1,Weak,ceftazidime,K02470
ceftazidime_K02547,2,Moderate,ceftazidime,K02547
ceftazidime_K03297,3,Strong,ceftazidime,K03297
ceftazidime_K03327,2,Moderate,ceftazidime,K03327
ceftazidime_K03446,2,Moderate,ceftazidime,K03446
ceftazidime_K03577,3,Strong,ceftazidime,K03577
ceftazidime_K03585,3,Strong,ceftazidime,K03585
ceftazidime_K03587,3,Strong,ceftazidime,K03587
ceftazidime_K07552,3,Strong,ceftazidime,K07552
ceftazidime_K07637,2,Moderate,ceftazidime,K07637
ceftazidime_K07642,2,Moderate,ceftazidime,K07642
ceftazidime_K07660,2,Moderate,ceftazidime,K07660
ceftazidime_K07664,3,Strong,ceftazidime,K07664
ceftazidime_K07788,3,Strong,ceftazidime,K07788
ceftazidime_K07799,3,Strong,ceftazidime,K07799
ceftazidime_K08170,3,Strong,ceftazidime,K08170
ceftazidime_K09475,2,Moderate,ceftazidime,K09475
ceftazidime_K09476,3,Strong,ceftazidime,K09476
ceftazidime_K12340,3,Strong,ceftazidime,K12340
ceftazidime_K15549,2,Moderate,ceftazidime,K15549
ceftazidime_K15550,3,Strong,ceftazidime,K15550
ceftazidime_K17836,3,Strong,ceftazidime,K17836
ceftazidime_K17881,-1,Evidence,ceftazidime,K17881
ceftazidime_K18093,2,Moderate,ceftazidime,K18093
ceftazidime_K18095,3,Strong,ceftazidime,K18095
ceftazidime_K18129,2,Moderate,ceftazidime,K18129
ceftazidime_K18130,3,Strong,ceftazidime,K18130
ceftazidime_K18131,3,Strong,ceftazidime,K18131
ceftazidime_K18135,3,Strong,ceftazidime,K18135
